id,on_surface,patch_size,ppi_in_patch,random_patch_size,rank,size,total_ppis
2UY1A,399.0,8.0,0.0,1.0,9.0,184.0,45.0
2UY1A,399.0,4.0,0.0,0.0,10.0,175.0,45.0
2UY1A,399.0,3.0,0.0,0.0,11.0,169.0,45.0
2UY1A,399.0,4.0,0.0,1.0,12.0,169.0,45.0
2UY1A,399.0,3.0,0.0,0.0,13.0,167.0,45.0
2UY1A,399.0,2.0,0.0,0.0,14.0,151.0,45.0
2UY1A,399.0,1.0,0.0,0.0,15.0,142.0,45.0
2UY1A,399.0,3.0,0.0,0.0,16.0,137.0,45.0
2UY1A,399.0,5.0,0.0,0.0,17.0,132.0,45.0
2UY1A,399.0,1.0,0.0,0.0,18.0,131.0,45.0
2UY1A,399.0,2.0,0.0,0.0,19.0,129.0,45.0
2UY1A,399.0,4.0,0.0,0.0,20.0,107.0,45.0
5Z1GA,99.0,23.0,15.0,11.0,1.0,1570.0,57.0
5Z1GA,99.0,6.0,4.0,3.0,2.0,759.0,57.0
5Z1GA,99.0,3.0,3.0,2.0,3.0,331.0,57.0
5Z1GA,99.0,2.0,0.0,1.0,4.0,277.0,57.0
5Z1GA,99.0,1.0,1.0,1.0,5.0,195.0,57.0
5Z1GA,99.0,2.0,2.0,2.0,6.0,175.0,57.0
5Z1GA,99.0,1.0,1.0,1.0,7.0,97.0,57.0
5Z1GA,99.0,1.0,1.0,0.0,8.0,86.0,57.0
5Z1GA,99.0,1.0,1.0,0.0,9.0,61.0,57.0
5Z1GA,99.0,1.0,0.0,0.0,10.0,29.0,57.0
5Z1GA,99.0,1.0,1.0,1.0,11.0,27.0,57.0
5Z1GA,99.0,1.0,1.0,1.0,12.0,27.0,57.0
3ZHEB,351.0,24.0,8.0,2.0,1.0,1186.0,19.0
3ZHEB,351.0,21.0,0.0,0.0,2.0,804.0,19.0
3ZHEB,351.0,13.0,0.0,3.0,3.0,584.0,19.0
3ZHEB,351.0,9.0,0.0,0.0,4.0,294.0,19.0
3ZHEB,351.0,4.0,0.0,0.0,5.0,160.0,19.0
3ZHEB,351.0,9.0,0.0,0.0,6.0,130.0,19.0
3ZHEB,351.0,4.0,0.0,0.0,7.0,126.0,19.0
3ZHEB,351.0,6.0,0.0,1.0,8.0,91.0,19.0
3ZHEB,351.0,1.0,0.0,0.0,9.0,88.0,19.0
3ZHEB,351.0,1.0,0.0,0.0,10.0,86.0,19.0
3ZHEB,351.0,1.0,0.0,0.0,11.0,81.0,19.0
3ZHEB,351.0,1.0,0.0,0.0,12.0,75.0,19.0
3ZHEB,351.0,1.0,0.0,0.0,13.0,71.0,19.0
3ZHEB,351.0,4.0,0.0,0.0,14.0,67.0,19.0
3ZHEB,351.0,2.0,0.0,0.0,15.0,59.0,19.0
3ZHEB,351.0,4.0,0.0,0.0,16.0,58.0,19.0
3ZHEB,351.0,1.0,0.0,0.0,17.0,55.0,19.0
3ZHEB,351.0,4.0,0.0,0.0,18.0,54.0,19.0
3ZHEB,351.0,2.0,0.0,0.0,19.0,46.0,19.0
3ZHEB,351.0,1.0,0.0,0.0,20.0,39.0,19.0
3R8JA,163.0,13.0,10.0,3.0,1.0,585.0,15.0
3R8JA,163.0,9.0,0.0,2.0,2.0,417.0,15.0
3R8JA,163.0,4.0,0.0,0.0,3.0,250.0,15.0
3R8JA,163.0,1.0,0.0,0.0,4.0,193.0,15.0
3R8JA,163.0,5.0,1.0,1.0,5.0,183.0,15.0
3R8JA,163.0,1.0,0.0,0.0,6.0,153.0,15.0
3R8JA,163.0,3.0,0.0,1.0,7.0,143.0,15.0
3R8JA,163.0,1.0,0.0,0.0,8.0,133.0,15.0
3R8JA,163.0,1.0,0.0,0.0,9.0,87.0,15.0
3R8JA,163.0,1.0,0.0,0.0,10.0,84.0,15.0
3R8JA,163.0,1.0,0.0,0.0,11.0,83.0,15.0
3R8JA,163.0,2.0,1.0,0.0,12.0,76.0,15.0
3R8JA,163.0,2.0,0.0,1.0,13.0,69.0,15.0
3R8JA,163.0,1.0,0.0,0.0,14.0,67.0,15.0
3R8JA,163.0,2.0,0.0,0.0,15.0,49.0,15.0
3R8JA,163.0,1.0,0.0,0.0,16.0,46.0,15.0
3R8JA,163.0,2.0,0.0,0.0,17.0,26.0,15.0
3R8JA,163.0,1.0,0.0,0.0,18.0,24.0,15.0
3R8JA,163.0,1.0,0.0,0.0,19.0,24.0,15.0
3R8JA,163.0,1.0,0.0,0.0,20.0,21.0,15.0
2X5CA,96.0,23.0,20.0,6.0,1.0,1753.0,30.0
2X5CA,96.0,5.0,0.0,3.0,2.0,231.0,30.0
2X5CA,96.0,2.0,0.0,0.0,3.0,186.0,30.0
2X5CA,96.0,1.0,1.0,1.0,4.0,108.0,30.0
2X5CA,96.0,2.0,0.0,0.0,5.0,107.0,30.0
2X5CA,96.0,1.0,0.0,0.0,6.0,43.0,30.0
2X5CA,96.0,1.0,0.0,0.0,7.0,28.0,30.0
2X5CA,96.0,1.0,0.0,1.0,8.0,28.0,30.0
2X5CA,96.0,1.0,0.0,0.0,9.0,9.0,30.0
5F2HA,260.0,21.0,2.0,6.0,1.0,958.0,59.0
5F2HA,260.0,17.0,8.0,3.0,2.0,593.0,59.0
5F2HA,260.0,3.0,3.0,0.0,3.0,419.0,59.0
5F2HA,260.0,7.0,5.0,3.0,4.0,403.0,59.0
5F2HA,260.0,7.0,0.0,2.0,5.0,236.0,59.0
5F2HA,260.0,4.0,2.0,1.0,6.0,234.0,59.0
5F2HA,260.0,4.0,0.0,1.0,7.0,134.0,59.0
5F2HA,260.0,6.0,0.0,1.0,8.0,133.0,59.0
5F2HA,260.0,4.0,0.0,1.0,9.0,110.0,59.0
5F2HA,260.0,1.0,1.0,1.0,10.0,105.0,59.0
5F2HA,260.0,3.0,0.0,1.0,11.0,101.0,59.0
5F2HA,260.0,2.0,0.0,0.0,12.0,95.0,59.0
5F2HA,260.0,1.0,1.0,0.0,13.0,94.0,59.0
5F2HA,260.0,1.0,0.0,0.0,14.0,89.0,59.0
5F2HA,260.0,1.0,0.0,1.0,15.0,89.0,59.0
5F2HA,260.0,1.0,0.0,0.0,16.0,66.0,59.0
5F2HA,260.0,6.0,0.0,2.0,17.0,62.0,59.0
5F2HA,260.0,3.0,0.0,0.0,18.0,52.0,59.0
5F2HA,260.0,2.0,0.0,0.0,19.0,50.0,59.0
5F2HA,260.0,1.0,0.0,0.0,20.0,47.0,59.0
1QWDA,149.0,8.0,7.0,2.0,1.0,589.0,32.0
1QWDA,149.0,9.0,0.0,1.0,2.0,395.0,32.0
1QWDA,149.0,3.0,1.0,2.0,3.0,317.0,32.0
1QWDA,149.0,4.0,0.0,2.0,4.0,191.0,32.0
1QWDA,149.0,3.0,0.0,0.0,5.0,144.0,32.0
1QWDA,149.0,1.0,1.0,0.0,6.0,104.0,32.0
1QWDA,149.0,1.0,0.0,0.0,7.0,65.0,32.0
1QWDA,149.0,1.0,0.0,0.0,8.0,65.0,32.0
1QWDA,149.0,1.0,0.0,0.0,9.0,53.0,32.0
1QWDA,149.0,1.0,0.0,0.0,10.0,36.0,32.0
1QWDA,149.0,1.0,0.0,0.0,11.0,29.0,32.0
1QWDA,149.0,1.0,1.0,0.0,12.0,27.0,32.0
1QWDA,149.0,1.0,0.0,0.0,13.0,27.0,32.0
1QWDA,149.0,1.0,0.0,0.0,14.0,6.0,32.0
1QWDA,149.0,1.0,0.0,0.0,15.0,6.0,32.0
3G2MA,206.0,16.0,2.0,1.0,1.0,996.0,38.0
3G2MA,206.0,16.0,0.0,3.0,2.0,622.0,38.0
3G2MA,206.0,3.0,3.0,0.0,3.0,451.0,38.0
3G2MA,206.0,6.0,0.0,0.0,4.0,285.0,38.0
3G2MA,206.0,5.0,0.0,0.0,5.0,182.0,38.0
3G2MA,206.0,3.0,0.0,0.0,6.0,123.0,38.0
3G2MA,206.0,2.0,2.0,0.0,7.0,120.0,38.0
3G2MA,206.0,3.0,0.0,1.0,8.0,115.0,38.0
3G2MA,206.0,1.0,1.0,0.0,9.0,112.0,38.0
3G2MA,206.0,1.0,1.0,0.0,10.0,112.0,38.0
3G2MA,206.0,1.0,1.0,0.0,11.0,104.0,38.0
3G2MA,206.0,3.0,0.0,0.0,12.0,99.0,38.0
3G2MA,206.0,1.0,0.0,0.0,13.0,99.0,38.0
3G2MA,206.0,1.0,1.0,0.0,14.0,73.0,38.0
3G2MA,206.0,2.0,0.0,0.0,15.0,62.0,38.0
3G2MA,206.0,1.0,0.0,0.0,16.0,48.0,38.0
3G2MA,206.0,2.0,1.0,1.0,17.0,44.0,38.0
3G2MA,206.0,1.0,0.0,0.0,18.0,41.0,38.0
3G2MA,206.0,1.0,0.0,0.0,19.0,41.0,38.0
3G2MA,206.0,2.0,0.0,0.0,20.0,38.0,38.0
3CINA,323.0,27.0,15.0,9.0,1.0,1377.0,72.0
3CINA,323.0,24.0,10.0,6.0,2.0,1117.0,72.0
3CINA,323.0,6.0,5.0,2.0,3.0,291.0,72.0
3CINA,323.0,4.0,1.0,1.0,4.0,212.0,72.0
3CINA,323.0,1.0,1.0,1.0,5.0,197.0,72.0
3CINA,323.0,1.0,1.0,0.0,6.0,178.0,72.0
3CINA,323.0,3.0,0.0,2.0,7.0,171.0,72.0
3CINA,323.0,5.0,0.0,2.0,8.0,158.0,72.0
3CINA,323.0,3.0,0.0,1.0,9.0,110.0,72.0
3CINA,323.0,4.0,0.0,0.0,10.0,107.0,72.0
3CINA,323.0,1.0,0.0,0.0,11.0,93.0,72.0
3CINA,323.0,3.0,0.0,1.0,12.0,85.0,72.0
3CINA,323.0,2.0,0.0,1.0,13.0,80.0,72.0
3CINA,323.0,2.0,0.0,1.0,14.0,68.0,72.0
3CINA,323.0,2.0,0.0,0.0,15.0,57.0,72.0
3CINA,323.0,1.0,0.0,0.0,16.0,51.0,72.0
3CINA,323.0,1.0,0.0,1.0,17.0,47.0,72.0
3CINA,323.0,1.0,0.0,0.0,18.0,46.0,72.0
3CINA,323.0,2.0,0.0,0.0,19.0,45.0,72.0
3CINA,323.0,1.0,1.0,0.0,20.0,44.0,72.0
2E12A,89.0,10.0,0.0,0.0,1.0,619.0,7.0
2E12A,89.0,4.0,0.0,1.0,2.0,261.0,7.0
2E12A,89.0,7.0,1.0,0.0,3.0,243.0,7.0
2E12A,89.0,1.0,0.0,0.0,4.0,232.0,7.0
2E12A,89.0,1.0,0.0,0.0,5.0,232.0,7.0
2E12A,89.0,5.0,2.0,0.0,6.0,207.0,7.0
2E12A,89.0,1.0,0.0,0.0,7.0,162.0,7.0
2E12A,89.0,1.0,0.0,0.0,8.0,155.0,7.0
2E12A,89.0,1.0,0.0,0.0,9.0,138.0,7.0
2E12A,89.0,2.0,0.0,0.0,10.0,80.0,7.0
2E12A,89.0,1.0,0.0,0.0,11.0,15.0,7.0
2E12A,89.0,1.0,0.0,0.0,12.0,5.0,7.0
4CZXB,99.0,18.0,10.0,7.0,1.0,1095.0,34.0
4CZXB,99.0,11.0,5.0,4.0,2.0,534.0,34.0
4CZXB,99.0,1.0,1.0,0.0,3.0,207.0,34.0
4CZXB,99.0,1.0,0.0,0.0,4.0,182.0,34.0
4CZXB,99.0,1.0,0.0,1.0,5.0,76.0,34.0
4CZXB,99.0,1.0,1.0,0.0,6.0,55.0,34.0
4CZXB,99.0,1.0,0.0,0.0,7.0,46.0,34.0
4CZXB,99.0,1.0,0.0,1.0,8.0,27.0,34.0
4CZXB,99.0,1.0,0.0,0.0,9.0,21.0,34.0
4CZXB,99.0,1.0,0.0,0.0,10.0,7.0,34.0
1VP7A,66.0,22.0,15.0,4.0,1.0,1703.0,24.0
1VP7A,66.0,1.0,0.0,1.0,2.0,153.0,24.0
1VP7A,66.0,4.0,0.0,2.0,3.0,122.0,24.0
1VP7A,66.0,1.0,0.0,1.0,4.0,52.0,24.0
1VP7A,66.0,1.0,0.0,1.0,5.0,52.0,24.0
1VP7A,66.0,2.0,0.0,1.0,6.0,48.0,24.0
1VP7A,66.0,1.0,0.0,0.0,7.0,46.0,24.0
1VP7A,66.0,1.0,0.0,0.0,8.0,2.0,24.0
2DB7A,57.0,13.0,9.0,6.0,1.0,818.0,24.0
2DB7A,57.0,8.0,6.0,4.0,2.0,791.0,24.0
2DB7A,57.0,6.0,1.0,4.0,3.0,266.0,24.0
2DB7A,57.0,1.0,1.0,0.0,4.0,89.0,24.0
2DB7A,57.0,1.0,0.0,1.0,5.0,37.0,24.0
2DB7A,57.0,1.0,0.0,0.0,6.0,26.0,24.0
2NP5A,177.0,7.0,6.0,1.0,1.0,519.0,39.0
2NP5A,177.0,9.0,9.0,1.0,2.0,469.0,39.0
2NP5A,177.0,7.0,5.0,1.0,3.0,357.0,39.0
2NP5A,177.0,4.0,0.0,2.0,4.0,226.0,39.0
2NP5A,177.0,5.0,0.0,1.0,5.0,210.0,39.0
2NP5A,177.0,5.0,0.0,3.0,6.0,165.0,39.0
2NP5A,177.0,1.0,0.0,0.0,7.0,149.0,39.0
2NP5A,177.0,4.0,0.0,0.0,8.0,146.0,39.0
2NP5A,177.0,5.0,0.0,0.0,9.0,123.0,39.0
2NP5A,177.0,2.0,0.0,0.0,10.0,91.0,39.0
2NP5A,177.0,1.0,1.0,0.0,11.0,88.0,39.0
2NP5A,177.0,2.0,0.0,1.0,12.0,84.0,39.0
2NP5A,177.0,2.0,0.0,0.0,13.0,62.0,39.0
2NP5A,177.0,1.0,0.0,0.0,14.0,59.0,39.0
2NP5A,177.0,2.0,0.0,0.0,15.0,48.0,39.0
2NP5A,177.0,2.0,0.0,0.0,16.0,31.0,39.0
2NP5A,177.0,1.0,0.0,0.0,17.0,29.0,39.0
2NP5A,177.0,1.0,0.0,1.0,18.0,27.0,39.0
2NP5A,177.0,1.0,0.0,0.0,19.0,19.0,39.0
2NP5A,177.0,1.0,0.0,0.0,20.0,19.0,39.0
1OA8A,120.0,27.0,26.0,20.0,1.0,1315.0,77.0
1OA8A,120.0,6.0,4.0,6.0,2.0,335.0,77.0
1OA8A,120.0,5.0,3.0,3.0,3.0,284.0,77.0
1OA8A,120.0,5.0,0.0,4.0,4.0,232.0,77.0
1OA8A,120.0,1.0,0.0,0.0,5.0,24.0,77.0
1OA8A,120.0,1.0,0.0,0.0,6.0,21.0,77.0
2XU6A,63.0,6.0,4.0,3.0,1.0,596.0,33.0
2XU6A,63.0,5.0,4.0,3.0,2.0,399.0,33.0
2XU6A,63.0,4.0,4.0,2.0,3.0,358.0,33.0
2XU6A,63.0,3.0,3.0,3.0,4.0,327.0,33.0
2XU6A,63.0,1.0,0.0,1.0,5.0,90.0,33.0
2XU6A,63.0,1.0,0.0,1.0,6.0,90.0,33.0
2XU6A,63.0,1.0,0.0,1.0,7.0,88.0,33.0
2QYCA,97.0,18.0,11.0,6.0,1.0,995.0,23.0
2QYCA,97.0,16.0,0.0,3.0,2.0,689.0,23.0
2QYCA,97.0,3.0,2.0,0.0,3.0,291.0,23.0
2QYCA,97.0,5.0,0.0,1.0,4.0,177.0,23.0
2QYCA,97.0,3.0,0.0,0.0,5.0,119.0,23.0
2QYCA,97.0,1.0,1.0,0.0,6.0,20.0,23.0
3DTYA,310.0,18.0,5.0,0.0,1.0,920.0,58.0
3DTYA,310.0,10.0,4.0,3.0,2.0,764.0,58.0
3DTYA,310.0,16.0,0.0,3.0,3.0,681.0,58.0
3DTYA,310.0,9.0,4.0,0.0,4.0,424.0,58.0
3DTYA,310.0,5.0,3.0,1.0,5.0,314.0,58.0
3DTYA,310.0,6.0,0.0,1.0,6.0,268.0,58.0
3DTYA,310.0,6.0,0.0,1.0,7.0,228.0,58.0
3DTYA,310.0,2.0,0.0,0.0,8.0,174.0,58.0
3DTYA,310.0,1.0,0.0,0.0,9.0,128.0,58.0
3DTYA,310.0,1.0,0.0,1.0,10.0,128.0,58.0
3DTYA,310.0,5.0,0.0,0.0,11.0,123.0,58.0
3DTYA,310.0,2.0,0.0,0.0,12.0,104.0,58.0
3DTYA,310.0,5.0,0.0,0.0,13.0,101.0,58.0
3DTYA,310.0,1.0,1.0,0.0,14.0,84.0,58.0
3DTYA,310.0,2.0,0.0,0.0,15.0,72.0,58.0
3DTYA,310.0,1.0,0.0,0.0,16.0,72.0,58.0
3DTYA,310.0,2.0,0.0,1.0,17.0,70.0,58.0
3DTYA,310.0,1.0,0.0,0.0,18.0,50.0,58.0
3DTYA,310.0,2.0,0.0,0.0,19.0,47.0,58.0
3DTYA,310.0,2.0,0.0,0.0,20.0,38.0,58.0
5VOLA,214.0,13.0,5.0,2.0,1.0,680.0,30.0
5VOLA,214.0,5.0,0.0,1.0,2.0,239.0,30.0
5VOLA,214.0,3.0,0.0,1.0,3.0,196.0,30.0
5VOLA,214.0,5.0,0.0,1.0,4.0,186.0,30.0
5VOLA,214.0,6.0,0.0,1.0,5.0,155.0,30.0
5VOLA,214.0,2.0,0.0,0.0,6.0,143.0,30.0
5VOLA,214.0,2.0,1.0,0.0,7.0,136.0,30.0
5VOLA,214.0,6.0,0.0,0.0,8.0,124.0,30.0
5VOLA,214.0,3.0,2.0,0.0,9.0,96.0,30.0
5VOLA,214.0,1.0,0.0,0.0,10.0,86.0,30.0
5VOLA,214.0,1.0,0.0,0.0,11.0,86.0,30.0
5VOLA,214.0,3.0,0.0,0.0,12.0,81.0,30.0
5VOLA,214.0,2.0,0.0,0.0,13.0,66.0,30.0
5VOLA,214.0,1.0,0.0,0.0,14.0,64.0,30.0
5VOLA,214.0,2.0,0.0,2.0,15.0,60.0,30.0
5VOLA,214.0,1.0,0.0,0.0,16.0,53.0,30.0
5VOLA,214.0,2.0,0.0,0.0,17.0,46.0,30.0
5VOLA,214.0,1.0,0.0,0.0,18.0,38.0,30.0
5VOLA,214.0,1.0,0.0,0.0,19.0,29.0,30.0
5VOLA,214.0,1.0,0.0,0.0,20.0,29.0,30.0
5TPIA,183.0,16.0,6.0,0.0,1.0,535.0,22.0
5TPIA,183.0,9.0,5.0,1.0,2.0,532.0,22.0
5TPIA,183.0,6.0,0.0,1.0,3.0,330.0,22.0
5TPIA,183.0,4.0,0.0,0.0,4.0,225.0,22.0
5TPIA,183.0,7.0,0.0,1.0,5.0,200.0,22.0
5TPIA,183.0,3.0,0.0,0.0,6.0,152.0,22.0
5TPIA,183.0,1.0,0.0,0.0,7.0,101.0,22.0
5TPIA,183.0,1.0,0.0,0.0,8.0,101.0,22.0
5TPIA,183.0,1.0,0.0,1.0,9.0,101.0,22.0
5TPIA,183.0,2.0,0.0,0.0,10.0,90.0,22.0
5TPIA,183.0,3.0,0.0,1.0,11.0,82.0,22.0
5TPIA,183.0,1.0,0.0,0.0,12.0,67.0,22.0
5TPIA,183.0,1.0,0.0,0.0,13.0,52.0,22.0
5TPIA,183.0,1.0,0.0,0.0,14.0,50.0,22.0
5TPIA,183.0,1.0,0.0,0.0,15.0,45.0,22.0
5TPIA,183.0,3.0,0.0,0.0,16.0,43.0,22.0
5TPIA,183.0,1.0,0.0,1.0,17.0,36.0,22.0
5TPIA,183.0,1.0,0.0,0.0,18.0,35.0,22.0
5TPIA,183.0,1.0,0.0,0.0,19.0,3.0,22.0
5TPIA,183.0,1.0,0.0,1.0,20.0,1.0,22.0
1NJHA,98.0,16.0,11.0,3.0,1.0,1068.0,21.0
1NJHA,98.0,5.0,0.0,2.0,2.0,236.0,21.0
1NJHA,98.0,2.0,0.0,0.0,3.0,199.0,21.0
1NJHA,98.0,3.0,0.0,2.0,4.0,112.0,21.0
1NJHA,98.0,1.0,0.0,0.0,5.0,84.0,21.0
1NJHA,98.0,1.0,1.0,0.0,6.0,47.0,21.0
1NJHA,98.0,1.0,0.0,0.0,7.0,32.0,21.0
1NJHA,98.0,1.0,0.0,0.0,8.0,18.0,21.0
1NJHA,98.0,1.0,0.0,0.0,9.0,16.0,21.0
1NJHA,98.0,1.0,0.0,1.0,10.0,15.0,21.0
1NJHA,98.0,2.0,0.0,0.0,11.0,13.0,21.0
1NJHA,98.0,1.0,0.0,1.0,12.0,0.0,21.0
5J7RA,138.0,22.0,21.0,9.0,1.0,1638.0,48.0
5J7RA,138.0,2.0,2.0,0.0,2.0,301.0,48.0
5J7RA,138.0,6.0,1.0,4.0,3.0,203.0,48.0
5J7RA,138.0,3.0,0.0,2.0,4.0,166.0,48.0
5J7RA,138.0,2.0,0.0,1.0,5.0,112.0,48.0
5J7RA,138.0,3.0,0.0,2.0,6.0,81.0,48.0
5J7RA,138.0,2.0,1.0,1.0,7.0,51.0,48.0
5J7RA,138.0,1.0,0.0,0.0,8.0,37.0,48.0
5J7RA,138.0,1.0,0.0,1.0,9.0,26.0,48.0
5J7RA,138.0,1.0,0.0,0.0,10.0,11.0,48.0
5J7RA,138.0,1.0,0.0,1.0,11.0,4.0,48.0
5J7RA,138.0,1.0,0.0,1.0,12.0,1.0,48.0
5J7RA,138.0,1.0,0.0,0.0,13.0,1.0,48.0
5J7RA,138.0,1.0,0.0,1.0,14.0,1.0,48.0
1TZPA,205.0,5.0,1.0,1.0,1.0,363.0,18.0
1TZPA,205.0,10.0,0.0,0.0,2.0,293.0,18.0
1TZPA,205.0,4.0,0.0,0.0,3.0,292.0,18.0
1TZPA,205.0,6.0,0.0,0.0,4.0,229.0,18.0
1TZPA,205.0,4.0,3.0,1.0,5.0,170.0,18.0
1TZPA,205.0,3.0,0.0,0.0,6.0,158.0,18.0
1TZPA,205.0,1.0,0.0,0.0,7.0,134.0,18.0
1TZPA,205.0,2.0,0.0,0.0,8.0,132.0,18.0
1TZPA,205.0,2.0,0.0,0.0,9.0,108.0,18.0
1TZPA,205.0,1.0,0.0,0.0,10.0,101.0,18.0
1TZPA,205.0,1.0,0.0,0.0,11.0,101.0,18.0
1TZPA,205.0,2.0,0.0,0.0,12.0,92.0,18.0
1TZPA,205.0,1.0,0.0,0.0,13.0,80.0,18.0
1TZPA,205.0,1.0,0.0,0.0,14.0,80.0,18.0
1TZPA,205.0,2.0,0.0,0.0,15.0,49.0,18.0
1TZPA,205.0,1.0,0.0,0.0,16.0,41.0,18.0
1TZPA,205.0,1.0,1.0,0.0,17.0,38.0,18.0
1TZPA,205.0,2.0,0.0,0.0,18.0,37.0,18.0
1TZPA,205.0,1.0,1.0,0.0,19.0,31.0,18.0
1TZPA,205.0,1.0,0.0,0.0,20.0,29.0,18.0
3WA0G,11.0,4.0,3.0,2.0,1.0,546.0,7.0
2R01A,183.0,22.0,7.0,7.0,1.0,1110.0,53.0
2R01A,183.0,14.0,9.0,5.0,2.0,700.0,53.0
2R01A,183.0,6.0,6.0,1.0,3.0,599.0,53.0
2R01A,183.0,9.0,5.0,2.0,4.0,482.0,53.0
2R01A,183.0,1.0,1.0,0.0,5.0,198.0,53.0
2R01A,183.0,4.0,0.0,2.0,6.0,173.0,53.0
2R01A,183.0,2.0,0.0,0.0,7.0,105.0,53.0
2R01A,183.0,1.0,0.0,0.0,8.0,59.0,53.0
2R01A,183.0,1.0,0.0,0.0,9.0,58.0,53.0
2R01A,183.0,1.0,0.0,1.0,10.0,58.0,53.0
2R01A,183.0,1.0,0.0,1.0,11.0,58.0,53.0
2R01A,183.0,1.0,0.0,0.0,12.0,32.0,53.0
2R01A,183.0,1.0,0.0,0.0,13.0,20.0,53.0
2R01A,183.0,1.0,0.0,0.0,14.0,19.0,53.0
2R01A,183.0,1.0,0.0,0.0,15.0,19.0,53.0
2R01A,183.0,1.0,0.0,0.0,16.0,9.0,53.0
2R01A,183.0,1.0,0.0,1.0,17.0,1.0,53.0
1SG4A,219.0,26.0,8.0,2.0,1.0,1398.0,37.0
1SG4A,219.0,17.0,7.0,2.0,2.0,1084.0,37.0
1SG4A,219.0,6.0,0.0,1.0,3.0,203.0,37.0
1SG4A,219.0,4.0,0.0,1.0,4.0,188.0,37.0
1SG4A,219.0,1.0,0.0,1.0,5.0,114.0,37.0
1SG4A,219.0,3.0,0.0,0.0,6.0,91.0,37.0
1SG4A,219.0,2.0,0.0,0.0,7.0,89.0,37.0
1SG4A,219.0,3.0,0.0,0.0,8.0,89.0,37.0
1SG4A,219.0,1.0,1.0,0.0,9.0,86.0,37.0
1SG4A,219.0,3.0,0.0,0.0,10.0,83.0,37.0
1SG4A,219.0,2.0,0.0,1.0,11.0,57.0,37.0
1SG4A,219.0,1.0,0.0,1.0,12.0,54.0,37.0
1SG4A,219.0,1.0,0.0,0.0,13.0,15.0,37.0
1SG4A,219.0,1.0,0.0,1.0,14.0,10.0,37.0
1V7MV,134.0,24.0,0.0,4.0,1.0,1220.0,17.0
1V7MV,134.0,8.0,2.0,0.0,2.0,358.0,17.0
1V7MV,134.0,6.0,0.0,1.0,3.0,176.0,17.0
1V7MV,134.0,1.0,0.0,0.0,4.0,149.0,17.0
1V7MV,134.0,3.0,0.0,1.0,5.0,85.0,17.0
1V7MV,134.0,2.0,0.0,0.0,6.0,78.0,17.0
1V7MV,134.0,1.0,1.0,0.0,7.0,47.0,17.0
1V7MV,134.0,5.0,0.0,0.0,8.0,42.0,17.0
1V7MV,134.0,2.0,0.0,1.0,9.0,36.0,17.0
1V7MV,134.0,2.0,0.0,0.0,10.0,18.0,17.0
1SYXB,59.0,18.0,5.0,4.0,1.0,1173.0,11.0
1SYXB,59.0,2.0,0.0,0.0,2.0,86.0,11.0
1SYXB,59.0,3.0,0.0,1.0,3.0,65.0,11.0
1SYXB,59.0,1.0,0.0,0.0,4.0,55.0,11.0
2IZWA,164.0,26.0,14.0,18.0,1.0,914.0,128.0
2IZWA,164.0,8.0,4.0,4.0,2.0,477.0,128.0
2IZWA,164.0,1.0,1.0,1.0,3.0,230.0,128.0
2IZWA,164.0,3.0,2.0,1.0,4.0,211.0,128.0
2IZWA,164.0,3.0,3.0,3.0,5.0,188.0,128.0
2IZWA,164.0,6.0,2.0,4.0,6.0,148.0,128.0
2IZWA,164.0,2.0,2.0,2.0,7.0,125.0,128.0
2IZWA,164.0,4.0,1.0,4.0,8.0,114.0,128.0
2IZWA,164.0,1.0,0.0,0.0,9.0,77.0,128.0
2IZWA,164.0,2.0,0.0,2.0,10.0,73.0,128.0
2IZWA,164.0,1.0,0.0,1.0,11.0,71.0,128.0
2IZWA,164.0,1.0,0.0,1.0,12.0,71.0,128.0
2IZWA,164.0,1.0,0.0,1.0,13.0,70.0,128.0
2IZWA,164.0,1.0,1.0,0.0,14.0,64.0,128.0
2IZWA,164.0,1.0,1.0,0.0,15.0,61.0,128.0
2IZWA,164.0,1.0,1.0,0.0,16.0,53.0,128.0
2IZWA,164.0,1.0,0.0,1.0,17.0,46.0,128.0
2IZWA,164.0,2.0,1.0,2.0,18.0,45.0,128.0
2IZWA,164.0,1.0,1.0,0.0,19.0,43.0,128.0
2IZWA,164.0,1.0,1.0,1.0,20.0,43.0,128.0
1TAFA,64.0,22.0,17.0,11.0,1.0,1431.0,37.0
1TAFA,64.0,6.0,4.0,4.0,2.0,527.0,37.0
1TAFA,64.0,1.0,0.0,0.0,3.0,53.0,37.0
2OU6A,170.0,22.0,10.0,3.0,1.0,1185.0,26.0
2OU6A,170.0,12.0,3.0,1.0,2.0,829.0,26.0
2OU6A,170.0,4.0,0.0,1.0,3.0,218.0,26.0
2OU6A,170.0,5.0,0.0,1.0,4.0,174.0,26.0
2OU6A,170.0,3.0,0.0,0.0,5.0,154.0,26.0
2OU6A,170.0,2.0,0.0,0.0,6.0,85.0,26.0
2OU6A,170.0,2.0,0.0,1.0,7.0,82.0,26.0
2OU6A,170.0,1.0,0.0,1.0,8.0,75.0,26.0
2OU6A,170.0,1.0,0.0,0.0,9.0,30.0,26.0
2OU6A,170.0,1.0,0.0,0.0,10.0,27.0,26.0
2OU6A,170.0,1.0,0.0,0.0,11.0,11.0,26.0
2OU6A,170.0,1.0,0.0,0.0,12.0,10.0,26.0
